
时间（s）	 地心距（m）	 经度（rad）	 纬度（rad）	 速度（m/s）	 弹道倾角（rad）	 弹道偏角（rad）	  纵向距离（m）	 侧向距离（m）	 地面高度（m）
1021.400000	6398000.000000	0.038435	0.017453	240.000000	0.000000	0.000000	245136.000000	111317.099692	20000.000000
1021.500000	6398000.000000	0.038438	0.017453	240.000000	0.000000	0.000000	245160.000000	111317.099692	20000.000000
1021.600000	6398000.000000	0.038442	0.017453	240.000000	0.000000	0.000000	245184.000000	111317.099692	20000.000000
1021.700000	6398000.000000	0.038446	0.017453	240.000000	0.000000	0.000000	245208.000000	111317.099692	20000.000000
1021.800000	6398000.000000	0.038450	0.017453	240.000000	0.000000	0.000000	245232.000000	111317.099692	20000.000000
1021.900000	6398000.000000	0.038453	0.017453	240.000000	0.000000	0.000000	245256.000000	111317.099692	20000.000000
1022.000000	6398000.000000	0.038457	0.017453	240.000000	0.000000	0.000000	245280.000000	111317.099692	20000.000000
1022.100000	6398000.000000	0.038461	0.017453	240.000000	0.000000	0.000000	245304.000000	111317.099692	20000.000000
1022.200000	6398000.000000	0.038465	0.017453	240.000000	0.000000	0.000000	245328.000000	111317.099692	20000.000000
1022.300000	6398000.000000	0.038468	0.017453	240.000000	0.000000	0.000000	245352.000000	111317.099692	20000.000000
1022.400000	6398000.000000	0.038472	0.017453	240.000000	0.000000	0.000000	245376.000000	111317.099692	20000.000000
1022.500000	6398000.000000	0.038476	0.017453	240.000000	0.000000	0.000000	245400.000000	111317.099692	20000.000000
1022.600000	6398000.000000	0.038480	0.017453	240.000000	0.000000	0.000000	245424.000000	111317.099692	20000.000000
1022.700000	6398000.000000	0.038484	0.017453	240.000000	0.000000	0.000000	245448.000000	111317.099692	20000.000000
1022.800000	6398000.000000	0.038487	0.017453	240.000000	0.000000	0.000000	245472.000000	111317.099692	20000.000000
1022.900000	6398000.000000	0.038491	0.017453	240.000000	0.000000	0.000000	245496.000000	111317.099692	20000.000000
1023.000000	6398000.000000	0.038495	0.017453	240.000000	0.000000	0.000000	245520.000000	111317.099692	20000.000000
1023.100000	6398000.000000	0.038499	0.017453	240.000000	0.000000	0.000000	245544.000000	111317.099692	20000.000000
1023.200000	6398000.000000	0.038502	0.017453	240.000000	0.000000	0.000000	245568.000000	111317.099692	20000.000000
1023.300000	6398000.000000	0.038506	0.017453	240.000000	0.000000	0.000000	245592.000000	111317.099692	20000.000000
1023.400000	6398000.000000	0.038510	0.017453	240.000000	0.000000	0.000000	245616.000000	111317.099692	20000.000000
1023.500000	6398000.000000	0.038514	0.017453	240.000000	0.000000	0.000000	245640.000000	111317.099692	20000.000000
1023.600000	6398000.000000	0.038517	0.017453	240.000000	0.000000	0.000000	245664.000000	111317.099692	20000.000000
1023.700000	6398000.000000	0.038521	0.017453	240.000000	0.000000	0.000000	245688.000000	111317.099692	20000.000000
1023.800000	6398000.000000	0.038525	0.017453	240.000000	0.000000	0.000000	245712.000000	111317.099692	20000.000000
1023.900000	6398000.000000	0.038529	0.017453	240.000000	0.000000	0.000000	245736.000000	111317.099692	20000.000000
